match_id,date,format,team,opponent,venue,player,runs,balls,out,overs,runs_conceded,wickets,innings,position,fantasy_points,team_extras
rcb2vskkr_team3_20260407_211511,,T20,kkr_team3,rcb2,Eden,Tristan Stubbs,109,44,No,0,0,0,2,5,135,
rcb2vskkr_team3_20260407_211511,,T20,kkr_team3,rcb2,Eden,Rovman Powell,52,30,No,0,0,0,2,6,68,
rcb2vskkr_team3_20260407_211511,,T20,kkr_team3,rcb2,Eden,Anukul Roy,0,0,No,3,28,1,2,7,25,
rcb2vskkr_team3_20260407_211511,,T20,kkr_team3,rcb2,Eden,Shardul Thakur,0,0,No,3,32,2,2,8,50,
rcb2vskkr_team3_20260407_211511,,T20,kkr_team3,rcb2,Eden,Varun Chakravarthy,0,0,No,4,40,2,2,9,50,
rcb2vskkr_team3_20260407_211511,,T20,kkr_team3,rcb2,Eden,Avesh Khan,0,0,No,2,25,0,2,10,0,
rcb2vskkr_team3_20260407_211511,,T20,kkr_team3,rcb2,Eden,Vaibhav Arora,0,0,No,2,22,0,2,11,0,
team_nurulvsCSKt_20260407_212836,,T20,team_nurul,CSKt,Chepauk,Harnoor Singh,97,59,No,0,0,0,1,1,113,
team_nurulvsCSKt_20260407_212836,,T20,team_nurul,CSKt,Chepauk,Mitchell Marsh,70,38,No,1,8,0,1,2,86,
team_nurulvsCSKt_20260407_212836,,T20,team_nurul,CSKt,Chepauk,Aiden Markram,12,4,Yes,0,0,0,1,3,18,
team_nurulvsCSKt_20260407_212836,,T20,team_nurul,CSKt,Chepauk,Kunal Chandela,20,18,Yes,0,0,0,1,4,24,
team_nurulvsCSKt_20260407_212836,,T20,team_nurul,CSKt,Chepauk,Suryakumar Yadav,0,0,No,0,0,0,1,5,0,
team_nurulvsCSKt_20260407_212836,,T20,team_nurul,CSKt,Chepauk,Kartik Sharma,0,0,No,0,0,0,1,6,0,
team_nurulvsCSKt_20260407_212836,,T20,team_nurul,CSKt,Chepauk,Tanay Thyagarajan,0,0,No,3,22,0,1,7,0,
team_nurulvsCSKt_20260407_212836,,T20,team_nurul,CSKt,Chepauk,Vicky Ostwal,11,5,Yes,3,40,2,1,8,67,
team_nurulvsCSKt_20260407_212836,,T20,team_nurul,CSKt,Chepauk,Vignesh Puthur,0,0,No,3,30,5,1,9,200,
team_nurulvsCSKt_20260407_212836,,T20,team_nurul,CSKt,Chepauk,Adam Zampa,0,0,No,3,29,2,1,10,50,
team_nurulvsCSKt_20260407_212836,,T20,team_nurul,CSKt,Chepauk,Akeal Hosein,0,0,No,4,27,1,1,11,27,
team_nurulvsCSKt_20260407_212836,,T20,CSKt,team_nurul,Chepauk,Aman Rao,0,1,Yes,0,0,0,2,1,0,
team_nurulvsCSKt_20260407_212836,,T20,CSKt,team_nurul,Chepauk,Ruturaj Gaikwad,13,13,Yes,0,0,0,2,2,17,
team_nurulvsCSKt_20260407_212836,,T20,CSKt,team_nurul,Chepauk,Sanju Samson,46,23,Yes,0,0,0,2,3,52,
team_nurulvsCSKt_20260407_212836,,T20,CSKt,team_nurul,Chepauk,Nishant Sindhu,10,3,Yes,0,0,0,2,4,16,
team_nurulvsCSKt_20260407_212836,,T20,CSKt,team_nurul,Chepauk,Glenn Phillips,41,25,Yes,3,36,0,2,5,47,
team_nurulvsCSKt_20260407_212836,,T20,CSKt,team_nurul,Chepauk,Shivam Dube,25,14,Yes,4,48,1,2,6,56,
team_nurulvsCSKt_20260407_212836,,T20,CSKt,team_nurul,Chepauk,Ravindra Jadeja,15,16,Yes,4,37,0,2,7,17,
team_nurulvsCSKt_20260407_212836,,T20,CSKt,team_nurul,Chepauk,Prashant Veer,2,3,Yes,1,13,0,2,8,2,
team_nurulvsCSKt_20260407_212836,,T20,CSKt,team_nurul,Chepauk,Wanindu Hasaranga,0,2,Yes,3,42,2,2,9,50,
team_nurulvsCSKt_20260407_212836,,T20,CSKt,team_nurul,Chepauk,Ajay Mandal,0,2,No,1,11,0,2,10,0,
team_nurulvsCSKt_20260407_212836,,T20,CSKt,team_nurul,Chepauk,Noor Ahmad,0,1,Yes,4,29,0,2,11,0,
kkr_team3vsrcb2_20260407_214736,,T20,kkr_team3,rcb2,Chinnaswamy,Finn Allen,14,16,Yes,0,0,0,1,1,16,
kkr_team3vsrcb2_20260407_214736,,T20,kkr_team3,rcb2,Chinnaswamy,Washington Sundar,32,23,Yes,4,28,2,1,2,88,
kkr_team3vsrcb2_20260407_214736,,T20,kkr_team3,rcb2,Chinnaswamy,Cameron Green,54,32,No,0,0,0,1,3,70,
kkr_team3vsrcb2_20260407_214736,,T20,kkr_team3,rcb2,Chinnaswamy,Abdul Samad,12,6,Yes,2,12,0,1,4,20,
kkr_team3vsrcb2_20260407_214736,,T20,kkr_team3,rcb2,Chinnaswamy,Tristan Stubbs,25,14,Yes,0,0,0,1,5,31,
kkr_team3vsrcb2_20260407_214736,,T20,kkr_team3,rcb2,Chinnaswamy,Rovman Powell,3,4,Yes,0,0,0,1,6,3,
kkr_team3vsrcb2_20260407_214736,,T20,kkr_team3,rcb2,Chinnaswamy,Anukul Roy,7,5,Yes,4,35,2,1,7,63,
kkr_team3vsrcb2_20260407_214736,,T20,kkr_team3,rcb2,Chinnaswamy,Shardul Thakur,4,4,Yes,1,16,0,1,8,8,
kkr_team3vsrcb2_20260407_214736,,T20,kkr_team3,rcb2,Chinnaswamy,Varun Chakravarthy,0,1,Yes,2,31,0,1,9,0,
kkr_team3vsrcb2_20260407_214736,,T20,kkr_team3,rcb2,Chinnaswamy,Avesh Khan,0,3,Yes,2,20,0,1,10,0,
kkr_team3vsrcb2_20260407_214736,,T20,kkr_team3,rcb2,Chinnaswamy,Vaibhav Arora,1,2,Yes,2,15,0,1,11,1,
kkr_team3vsrcb2_20260407_214736,,T20,rcb2,kkr_team3,Chinnaswamy,Kumar Kushagra,29,22,Yes,0,0,0,2,1,35,
kkr_team3vsrcb2_20260407_214736,,T20,rcb2,kkr_team3,Chinnaswamy,Virat Kohli,5,5,Yes,0,0,0,2,2,9,
kkr_team3vsrcb2_20260407_214736,,T20,rcb2,kkr_team3,Chinnaswamy,Urvil Patel,0,1,Yes,0,0,0,2,3,0,
kkr_team3vsrcb2_20260407_214736,,T20,rcb2,kkr_team3,Chinnaswamy,Devdutt Padikkal,69,40,No,0,0,0,2,4,85,
kkr_team3vsrcb2_20260407_214736,,T20,rcb2,kkr_team3,Chinnaswamy,Sunil Narine,6,8,Yes,4,46,1,2,5,31,
kkr_team3vsrcb2_20260407_214736,,T20,rcb2,kkr_team3,Chinnaswamy,Tim David,0,0,No,0,0,0,2,6,0,
kkr_team3vsrcb2_20260407_214736,,T20,rcb2,kkr_team3,Chinnaswamy,Liam Livingstone,43,23,No,3,43,1,2,7,79,
kkr_team3vsrcb2_20260407_214736,,T20,rcb2,kkr_team3,Chinnaswamy,Ramandeep Singh,0,0,No,0,0,0,2,8,0,
kkr_team3vsrcb2_20260407_214736,,T20,rcb2,kkr_team3,Chinnaswamy,KC Cariappa,0,0,No,4,32,2,2,9,50,
kkr_team3vsrcb2_20260407_214736,,T20,rcb2,kkr_team3,Chinnaswamy,Josh Hazlewood,0,0,No,4,19,1,2,10,31,
kkr_team3vsrcb2_20260407_214736,,T20,rcb2,kkr_team3,Chinnaswamy,Bhuvneshwar Kumar,0,0,No,4,16,3,2,11,81,
RCBTvsLSG_20260407_225935,,T20,RCBT,LSG,Ekana,Sai Sudharsan,20,14,Yes,0,0,0,1,1,26,
RCBTvsLSG_20260407_225935,,T20,RCBT,LSG,Ekana,Virat Kohli,83,52,Yes,0,0,0,1,2,94,
RCBTvsLSG_20260407_225935,,T20,RCBT,LSG,Ekana,Devdutt Padikkal,1,3,Yes,0,0,0,1,3,1,
RCBTvsLSG_20260407_225935,,T20,RCBT,LSG,Ekana,Urvil Patel,1,3,Yes,0,0,0,1,4,1,
RCBTvsLSG_20260407_225935,,T20,RCBT,LSG,Ekana,Tim David,14,5,Yes,0,0,0,1,5,20,
RCBTvsLSG_20260407_225935,,T20,RCBT,LSG,Ekana,Ramandeep Singh,16,11,Yes,0,0,0,1,6,22,
RCBTvsLSG_20260407_225935,,T20,RCBT,LSG,Ekana,Sunil Narine,10,7,Yes,3,41,0,1,7,16,
RCBTvsLSG_20260407_225935,,T20,RCBT,LSG,Ekana,Jamie Overton,3,4,Yes,4,45,0,1,8,3,
RCBTvsLSG_20260407_225935,,T20,RCBT,LSG,Ekana,KC Cariappa,5,7,No,4,35,1,1,9,30,
RCBTvsLSG_20260407_225935,,T20,RCBT,LSG,Ekana,Bhuvneshwar Kumar,1,3,Yes,3,32,1,1,10,26,
RCBTvsLSG_20260407_225935,,T20,RCBT,LSG,Ekana,Josh Hazlewood,12,12,Yes,3,23,0,1,11,16,
RCBTvsLSG_20260407_225935,,T20,LSG,RCBT,Ekana,Rishabh Pant,20,18,Yes,0,0,0,2,1,24,
RCBTvsLSG_20260407_225935,,T20,LSG,RCBT,Ekana,Suryakumar Yadav,52,32,Yes,0,0,0,2,2,63,
RCBTvsLSG_20260407_225935,,T20,LSG,RCBT,Ekana,KL Rahul,75,37,No,0,0,0,2,3,91,
RCBTvsLSG_20260407_225935,,T20,LSG,RCBT,Ekana,Kunal Chandela,28,14,No,0,0,0,2,4,34,
RCBTvsLSG_20260407_225935,,T20,LSG,RCBT,Ekana,Aiden Markram,0,0,No,3,27,1,2,5,25,
RCBTvsLSG_20260407_225935,,T20,LSG,RCBT,Ekana,Harnoor Singh,0,0,No,0,0,0,2,6,0,
RCBTvsLSG_20260407_225935,,T20,LSG,RCBT,Ekana,Tanay Thyagarajan,0,0,No,1,8,0,2,7,0,
RCBTvsLSG_20260407_225935,,T20,LSG,RCBT,Ekana,Akeal Hosein,0,0,No,4,26,3,2,8,77,
RCBTvsLSG_20260407_225935,,T20,LSG,RCBT,Ekana,Vignesh Puthur,0,0,No,4,34,2,2,9,50,
RCBTvsLSG_20260407_225935,,T20,LSG,RCBT,Ekana,Matt Henry,0,0,No,4,31,3,2,10,75,
RCBTvsLSG_20260407_225935,,T20,LSG,RCBT,Ekana,Nuwan Thushara,0,0,No,4,44,1,2,11,25,
LSGvsRCBT_20260407_230738,,T20,LSG,RCBT,Ekana,Rishabh Pant,13,4,Yes,0,0,0,1,1,19,
LSGvsRCBT_20260407_230738,,T20,LSG,RCBT,Ekana,Kartik Sharma,3,6,Yes,0,0,0,1,2,3,
LSGvsRCBT_20260407_230738,,T20,LSG,RCBT,Ekana,KL Rahul,0,1,Yes,0,0,0,1,3,0,
LSGvsRCBT_20260407_230738,,T20,LSG,RCBT,Ekana,Kunal Chandela,23,18,Yes,0,0,0,1,4,29,
LSGvsRCBT_20260407_230738,,T20,LSG,RCBT,Ekana,Aiden Markram,82,52,No,2,29,0,1,5,98,
LSGvsRCBT_20260407_230738,,T20,LSG,RCBT,Ekana,Harnoor Singh,33,21,Yes,0,0,0,1,6,39,
LSGvsRCBT_20260407_230738,,T20,LSG,RCBT,Ekana,Tanay Thyagarajan,37,18,No,1,3,1,1,7,79,
LSGvsRCBT_20260407_230738,,T20,LSG,RCBT,Ekana,Akeal Hosein,0,0,No,4,26,0,1,8,2,
LSGvsRCBT_20260407_230738,,T20,LSG,RCBT,Ekana,Vignesh Puthur,0,0,No,4,47,1,1,9,25,
LSGvsRCBT_20260407_230738,,T20,LSG,RCBT,Ekana,Matt Henry,0,0,No,4,54,0,1,10,0,
LSGvsRCBT_20260407_230738,,T20,LSG,RCBT,Ekana,Nuwan Thushara,0,0,No,2,34,0,1,11,0,
LSGvsRCBT_20260407_230738,,T20,RCBT,LSG,Ekana,Sai Sudharsan,107,51,No,0,0,0,2,1,133,
LSGvsRCBT_20260407_230738,,T20,RCBT,LSG,Ekana,Virat Kohli,25,14,Yes,0,0,0,2,2,31,
LSGvsRCBT_20260407_230738,,T20,RCBT,LSG,Ekana,Devdutt Padikkal,57,31,Yes,0,0,0,2,3,68,
LSGvsRCBT_20260407_230738,,T20,RCBT,LSG,Ekana,Urvil Patel,2,4,No,0,0,0,2,4,2,
LSGvsRCBT_20260407_230738,,T20,RCBT,LSG,Ekana,Tim David,0,0,No,0,0,0,2,5,0,
LSGvsRCBT_20260407_230738,,T20,RCBT,LSG,Ekana,Ramandeep Singh,0,0,No,1,16,0,2,6,0,
LSGvsRCBT_20260407_230738,,T20,RCBT,LSG,Ekana,Sunil Narine,0,0,No,4,24,1,2,7,27,
LSGvsRCBT_20260407_230738,,T20,RCBT,LSG,Ekana,Jamie Overton,0,0,No,4,43,1,2,8,25,
LSGvsRCBT_20260407_230738,,T20,RCBT,LSG,Ekana,KC Cariappa,0,0,No,3,48,1,2,9,25,
LSGvsRCBT_20260407_230738,,T20,RCBT,LSG,Ekana,Bhuvneshwar Kumar,0,0,No,4,33,1,2,10,25,
LSGvsRCBT_20260407_230738,,T20,RCBT,LSG,Ekana,Josh Hazlewood,0,0,No,4,28,1,2,11,25,
LSGvsRCBT_20260407_230756,,T20,LSG,RCBT,Ekana,Rishabh Pant,14,12,Yes,0,0,0,1,1,18,
LSGvsRCBT_20260407_230756,,T20,LSG,RCBT,Ekana,Kartik Sharma,0,1,Yes,0,0,0,1,2,0,
LSGvsRCBT_20260407_230756,,T20,LSG,RCBT,Ekana,KL Rahul,20,17,Yes,0,0,0,1,3,24,
LSGvsRCBT_20260407_230756,,T20,LSG,RCBT,Ekana,Kunal Chandela,0,2,Yes,0,0,0,1,4,0,
LSGvsRCBT_20260407_230756,,T20,LSG,RCBT,Ekana,Aiden Markram,6,8,Yes,3,17,1,1,5,35,
LSGvsRCBT_20260407_230756,,T20,LSG,RCBT,Ekana,Harnoor Singh,8,5,Yes,0,0,0,1,6,14,
LSGvsRCBT_20260407_230756,,T20,LSG,RCBT,Ekana,Tanay Thyagarajan,41,35,No,2,5,1,1,7,81,
LSGvsRCBT_20260407_230756,,T20,LSG,RCBT,Ekana,Akeal Hosein,4,8,Yes,2,10,3,1,8,83,
LSGvsRCBT_20260407_230756,,T20,LSG,RCBT,Ekana,Vignesh Puthur,5,4,Yes,4,29,2,1,9,61,
LSGvsRCBT_20260407_230756,,T20,LSG,RCBT,Ekana,Matt Henry,5,7,Yes,2,18,0,1,10,5,
LSGvsRCBT_20260407_230756,,T20,LSG,RCBT,Ekana,Nuwan Thushara,3,8,Yes,2,33,0,1,11,3,
LSGvsRCBT_20260407_230756,,T20,RCBT,LSG,Ekana,Sai Sudharsan,5,4,Yes,0,0,0,2,1,11,
LSGvsRCBT_20260407_230756,,T20,RCBT,LSG,Ekana,Virat Kohli,9,6,Yes,0,0,0,2,2,15,
LSGvsRCBT_20260407_230756,,T20,RCBT,LSG,Ekana,Devdutt Padikkal,32,27,Yes,0,0,0,2,3,36,
LSGvsRCBT_20260407_230756,,T20,RCBT,LSG,Ekana,Urvil Patel,26,13,Yes,0,0,0,2,4,32,
LSGvsRCBT_20260407_230756,,T20,RCBT,LSG,Ekana,Tim David,18,13,No,0,0,0,2,5,24,
LSGvsRCBT_20260407_230756,,T20,RCBT,LSG,Ekana,Ramandeep Singh,17,12,Yes,0,0,0,2,6,23,
LSGvsRCBT_20260407_230756,,T20,RCBT,LSG,Ekana,Sunil Narine,3,8,Yes,3,12,0,2,7,9,
LSGvsRCBT_20260407_230756,,T20,RCBT,LSG,Ekana,Jamie Overton,0,2,Yes,4,16,5,2,8,206,
LSGvsRCBT_20260407_230756,,T20,RCBT,LSG,Ekana,KC Cariappa,0,0,No,4,42,1,2,9,25,
LSGvsRCBT_20260407_230756,,T20,RCBT,LSG,Ekana,Bhuvneshwar Kumar,0,0,No,4,19,2,2,10,56,
LSGvsRCBT_20260407_230756,,T20,RCBT,LSG,Ekana,Josh Hazlewood,0,0,No,3,22,2,2,11,50,
RCBTvsLSG_20260407_230819,,T20,RCBT,LSG,Ekana,Sai Sudharsan,1,2,Yes,0,0,0,1,1,1,
RCBTvsLSG_20260407_230819,,T20,RCBT,LSG,Ekana,Virat Kohli,33,33,Yes,0,0,0,1,2,37,
RCBTvsLSG_20260407_230819,,T20,RCBT,LSG,Ekana,Devdutt Padikkal,19,11,Yes,0,0,0,1,3,25,
RCBTvsLSG_20260407_230819,,T20,RCBT,LSG,Ekana,Urvil Patel,1,2,Yes,0,0,0,1,4,1,
RCBTvsLSG_20260407_230819,,T20,RCBT,LSG,Ekana,Tim David,19,34,Yes,0,0,0,1,5,19,
RCBTvsLSG_20260407_230819,,T20,RCBT,LSG,Ekana,Ramandeep Singh,48,27,No,0,0,0,1,6,59,
RCBTvsLSG_20260407_230819,,T20,RCBT,LSG,Ekana,Sunil Narine,16,12,No,4,25,0,1,7,24,
RCBTvsLSG_20260407_230819,,T20,RCBT,LSG,Ekana,Jamie Overton,0,0,No,4,29,1,1,8,25,
RCBTvsLSG_20260407_230819,,T20,RCBT,LSG,Ekana,KC Cariappa,0,0,No,2,17,0,1,9,0,
RCBTvsLSG_20260407_230819,,T20,RCBT,LSG,Ekana,Bhuvneshwar Kumar,0,0,No,2,16,1,1,10,25,
RCBTvsLSG_20260407_230819,,T20,RCBT,LSG,Ekana,Josh Hazlewood,0,0,No,4,55,1,1,11,25,
RCBTvsLSG_20260407_230819,,T20,LSG,RCBT,Ekana,Rishabh Pant,18,21,Yes,0,0,0,2,1,20,
RCBTvsLSG_20260407_230819,,T20,LSG,RCBT,Ekana,Kartik Sharma,26,15,Yes,0,0,0,2,2,32,
RCBTvsLSG_20260407_230819,,T20,LSG,RCBT,Ekana,KL Rahul,54,29,No,0,0,0,2,3,70,
RCBTvsLSG_20260407_230819,,T20,LSG,RCBT,Ekana,Kunal Chandela,30,15,Yes,0,0,0,2,4,36,
RCBTvsLSG_20260407_230819,,T20,LSG,RCBT,Ekana,Aiden Markram,13,13,No,2,15,0,2,5,17,
RCBTvsLSG_20260407_230819,,T20,LSG,RCBT,Ekana,Harnoor Singh,0,0,No,0,0,0,2,6,0,
RCBTvsLSG_20260407_230819,,T20,LSG,RCBT,Ekana,Tanay Thyagarajan,0,0,No,2,13,1,2,7,27,
RCBTvsLSG_20260407_230819,,T20,LSG,RCBT,Ekana,Akeal Hosein,0,0,No,4,29,0,2,8,0,
RCBTvsLSG_20260407_230819,,T20,LSG,RCBT,Ekana,Vignesh Puthur,0,0,No,4,12,2,2,9,56,
RCBTvsLSG_20260407_230819,,T20,LSG,RCBT,Ekana,Matt Henry,0,0,No,4,46,0,2,10,0,
RCBTvsLSG_20260407_230819,,T20,LSG,RCBT,Ekana,Nuwan Thushara,0,0,No,4,26,2,2,11,52,
RCBTvsLSG_20260407_230820,,T20,RCBT,LSG,Ekana,Sai Sudharsan,48,24,Yes,0,0,0,1,1,54,
RCBTvsLSG_20260407_230820,,T20,RCBT,LSG,Ekana,Virat Kohli,0,3,Yes,0,0,0,1,2,0,
RCBTvsLSG_20260407_230820,,T20,RCBT,LSG,Ekana,Devdutt Padikkal,8,14,Yes,0,0,0,1,3,8,
RCBTvsLSG_20260407_230820,,T20,RCBT,LSG,Ekana,Urvil Patel,14,11,Yes,0,0,0,1,4,20,
RCBTvsLSG_20260407_230820,,T20,RCBT,LSG,Ekana,Tim David,41,24,Yes,0,0,0,1,5,47,
RCBTvsLSG_20260407_230820,,T20,RCBT,LSG,Ekana,Ramandeep Singh,15,13,Yes,3,40,0,1,6,19,
RCBTvsLSG_20260407_230820,,T20,RCBT,LSG,Ekana,Sunil Narine,1,3,Yes,2,22,0,1,7,1,
RCBTvsLSG_20260407_230820,,T20,RCBT,LSG,Ekana,Jamie Overton,56,24,No,4,51,1,1,8,97,
RCBTvsLSG_20260407_230820,,T20,RCBT,LSG,Ekana,KC Cariappa,8,5,No,4,21,2,1,9,68,
RCBTvsLSG_20260407_230820,,T20,RCBT,LSG,Ekana,Bhuvneshwar Kumar,0,0,No,3,27,0,1,10,0,
RCBTvsLSG_20260407_230820,,T20,RCBT,LSG,Ekana,Josh Hazlewood,0,0,No,3,34,0,1,11,0,
RCBTvsLSG_20260407_230820,,T20,LSG,RCBT,Ekana,Rishabh Pant,40,20,Yes,0,0,0,2,1,46,
RCBTvsLSG_20260407_230820,,T20,LSG,RCBT,Ekana,Kartik Sharma,82,52,Yes,0,0,0,2,2,93,
RCBTvsLSG_20260407_230820,,T20,LSG,RCBT,Ekana,KL Rahul,30,22,Yes,0,0,0,2,3,36,
RCBTvsLSG_20260407_230820,,T20,LSG,RCBT,Ekana,Kunal Chandela,30,15,No,0,0,0,2,4,41,
RCBTvsLSG_20260407_230820,,T20,LSG,RCBT,Ekana,Aiden Markram,8,4,No,3,29,2,2,5,64,
RCBTvsLSG_20260407_230820,,T20,LSG,RCBT,Ekana,Harnoor Singh,0,0,No,0,0,0,2,6,0,
RCBTvsLSG_20260407_230820,,T20,LSG,RCBT,Ekana,Tanay Thyagarajan,0,0,No,2,11,2,2,7,54,
RCBTvsLSG_20260407_230820,,T20,LSG,RCBT,Ekana,Akeal Hosein,0,0,No,4,23,0,2,8,4,
RCBTvsLSG_20260407_230820,,T20,LSG,RCBT,Ekana,Vignesh Puthur,0,0,No,4,36,1,2,9,25,
RCBTvsLSG_20260407_230820,,T20,LSG,RCBT,Ekana,Matt Henry,0,0,No,4,48,2,2,10,50,
RCBTvsLSG_20260407_230820,,T20,LSG,RCBT,Ekana,Nuwan Thushara,0,0,No,3,47,0,2,11,0,
RCBTvsLSG_20260407_231246,,T20,RCBT,LSG,Hyderabad,Sai Sudharsan,13,14,Yes,0,0,0,1,1,15,
RCBTvsLSG_20260407_231246,,T20,RCBT,LSG,Hyderabad,Virat Kohli,6,8,Yes,0,0,0,1,2,6,
RCBTvsLSG_20260407_231246,,T20,RCBT,LSG,Hyderabad,Devdutt Padikkal,97,51,No,0,0,0,1,3,113,
RCBTvsLSG_20260407_231246,,T20,RCBT,LSG,Hyderabad,Urvil Patel,0,1,Yes,0,0,0,1,4,0,
RCBTvsLSG_20260407_231246,,T20,RCBT,LSG,Hyderabad,Tim David,57,28,Yes,0,0,0,1,5,68,
RCBTvsLSG_20260407_231246,,T20,RCBT,LSG,Hyderabad,Ramandeep Singh,30,19,No,1,16,0,1,6,41,
RCBTvsLSG_20260407_231246,,T20,RCBT,LSG,Hyderabad,Sunil Narine,0,0,No,3,35,1,1,7,25,
RCBTvsLSG_20260407_231246,,T20,RCBT,LSG,Hyderabad,Jamie Overton,0,0,No,4,37,4,1,8,125,
RCBTvsLSG_20260407_231246,,T20,RCBT,LSG,Hyderabad,KC Cariappa,0,0,No,4,32,2,1,9,50,
RCBTvsLSG_20260407_231246,,T20,RCBT,LSG,Hyderabad,Bhuvneshwar Kumar,0,0,No,4,33,0,1,10,0,
RCBTvsLSG_20260407_231246,,T20,RCBT,LSG,Hyderabad,Josh Hazlewood,0,0,No,4,24,1,1,11,27,
RCBTvsLSG_20260407_231246,,T20,LSG,RCBT,Hyderabad,Kartik Sharma,56,28,Yes,0,0,0,2,1,67,
RCBTvsLSG_20260407_231246,,T20,LSG,RCBT,Hyderabad,Suryakumar Yadav,7,8,Yes,0,0,0,2,2,9,
RCBTvsLSG_20260407_231246,,T20,LSG,RCBT,Hyderabad,KL Rahul,0,1,Yes,0,0,0,2,3,0,
RCBTvsLSG_20260407_231246,,T20,LSG,RCBT,Hyderabad,Kunal Chandela,1,6,Yes,0,0,0,2,4,1,
RCBTvsLSG_20260407_231246,,T20,LSG,RCBT,Hyderabad,Aiden Markram,0,1,Yes,4,47,1,2,5,25,
RCBTvsLSG_20260407_231246,,T20,LSG,RCBT,Hyderabad,Harnoor Singh,21,10,Yes,0,0,0,2,6,27,
RCBTvsLSG_20260407_231246,,T20,LSG,RCBT,Hyderabad,Tanay Thyagarajan,6,3,Yes,1,12,0,2,7,12,
RCBTvsLSG_20260407_231246,,T20,LSG,RCBT,Hyderabad,Akeal Hosein,59,36,Yes,4,34,0,2,8,70,
RCBTvsLSG_20260407_231246,,T20,LSG,RCBT,Hyderabad,Vignesh Puthur,17,19,No,4,48,3,2,9,99,
RCBTvsLSG_20260407_231246,,T20,LSG,RCBT,Hyderabad,Matt Henry,6,10,No,3,31,0,2,10,6,
RCBTvsLSG_20260407_231246,,T20,LSG,RCBT,Hyderabad,Nuwan Thushara,0,0,No,4,36,0,2,11,0,
RCBTvsLSG_20260407_231401,,T20,RCBT,LSG,Hyderabad,Sai Sudharsan,51,33,Yes,0,0,0,1,1,62,
RCBTvsLSG_20260407_231401,,T20,RCBT,LSG,Hyderabad,Virat Kohli,4,5,Yes,0,0,0,1,2,6,
RCBTvsLSG_20260407_231401,,T20,RCBT,LSG,Hyderabad,Devdutt Padikkal,6,4,Yes,0,0,0,1,3,12,
RCBTvsLSG_20260407_231401,,T20,RCBT,LSG,Hyderabad,Urvil Patel,7,7,Yes,0,0,0,1,4,11,
RCBTvsLSG_20260407_231401,,T20,RCBT,LSG,Hyderabad,Tim David,40,22,Yes,0,0,0,1,5,46,
RCBTvsLSG_20260407_231401,,T20,RCBT,LSG,Hyderabad,Ramandeep Singh,26,20,No,1,19,0,1,6,37,
RCBTvsLSG_20260407_231401,,T20,RCBT,LSG,Hyderabad,Sunil Narine,47,31,No,2,14,0,1,7,58,
RCBTvsLSG_20260407_231401,,T20,RCBT,LSG,Hyderabad,Jamie Overton,0,0,No,4,50,0,1,8,0,
RCBTvsLSG_20260407_231401,,T20,RCBT,LSG,Hyderabad,KC Cariappa,0,0,No,4,48,2,1,9,50,
RCBTvsLSG_20260407_231401,,T20,RCBT,LSG,Hyderabad,Bhuvneshwar Kumar,0,0,No,4,24,2,1,10,52,
RCBTvsLSG_20260407_231401,,T20,RCBT,LSG,Hyderabad,Josh Hazlewood,0,0,No,4,30,1,1,11,25,
RCBTvsLSG_20260407_231401,,T20,LSG,RCBT,Hyderabad,Kartik Sharma,3,5,Yes,0,0,0,2,1,3,
RCBTvsLSG_20260407_231401,,T20,LSG,RCBT,Hyderabad,Suryakumar Yadav,1,2,Yes,0,0,0,2,2,1,
RCBTvsLSG_20260407_231401,,T20,LSG,RCBT,Hyderabad,KL Rahul,6,4,Yes,0,0,0,2,3,12,
RCBTvsLSG_20260407_231401,,T20,LSG,RCBT,Hyderabad,Kunal Chandela,115,59,No,0,0,0,2,4,141,
RCBTvsLSG_20260407_231401,,T20,LSG,RCBT,Hyderabad,Aiden Markram,10,14,Yes,4,39,1,2,5,35,
RCBTvsLSG_20260407_231401,,T20,LSG,RCBT,Hyderabad,Harnoor Singh,30,19,Yes,0,0,0,2,6,36,
RCBTvsLSG_20260407_231401,,T20,LSG,RCBT,Hyderabad,Tanay Thyagarajan,16,13,No,0,0,0,2,7,22,
RCBTvsLSG_20260407_231401,,T20,LSG,RCBT,Hyderabad,Akeal Hosein,0,0,No,4,35,0,2,8,0,
RCBTvsLSG_20260407_231401,,T20,LSG,RCBT,Hyderabad,Vignesh Puthur,0,0,No,4,39,1,2,9,25,
RCBTvsLSG_20260407_231401,,T20,LSG,RCBT,Hyderabad,Matt Henry,0,0,No,4,36,2,2,10,50,
RCBTvsLSG_20260407_231401,,T20,LSG,RCBT,Hyderabad,Nuwan Thushara,0,0,No,4,35,1,2,11,25,
LSGvsRCBT_20260407_231404,,T20,LSG,RCBT,Hyderabad,Kartik Sharma,75,43,Yes,0,0,0,1,1,86,
LSGvsRCBT_20260407_231404,,T20,LSG,RCBT,Hyderabad,Suryakumar Yadav,17,15,Yes,0,0,0,1,2,21,
LSGvsRCBT_20260407_231404,,T20,LSG,RCBT,Hyderabad,KL Rahul,109,57,No,0,0,0,1,3,135,
LSGvsRCBT_20260407_231404,,T20,LSG,RCBT,Hyderabad,Kunal Chandela,11,6,Yes,0,0,0,1,4,17,
LSGvsRCBT_20260407_231404,,T20,LSG,RCBT,Hyderabad,Aiden Markram,1,1,No,4,52,0,1,5,5,
